,flight_id,flight_no,scheduled_departure,scheduled_arrival,departure_airport,arrival_airport,status,aircraft_code,actual_departure,actual_arrival
17813,17802,PG0023,2017-07-30 11:50:00+03,2017-07-30 14:00:00+03,OSW,KRO,Arrived,CN1,2017-07-30 11:54:00+03,2017-07-30 14:05:00+03
17814,17803,PG0023,2017-07-20 11:50:00+03,2017-07-20 14:00:00+03,OSW,KRO,Arrived,CN1,2017-07-20 11:53:00+03,2017-07-20 14:03:00+03
17815,17804,PG0023,2017-09-14 11:50:00+03,2017-09-14 14:00:00+03,OSW,KRO,Cancelled,CN1,\N,\N
17816,17805,PG0023,2017-07-18 11:50:00+03,2017-07-18 14:00:00+03,OSW,KRO,Arrived,CN1,2017-07-18 11:52:00+03,2017-07-18 14:01:00+03
17817,17806,PG0023,2017-08-24 11:50:00+03,2017-08-24 14:00:00+03,OSW,KRO,Scheduled,CN1,\N,\N
17818,17807,PG0023,2017-08-15 11:50:00+03,2017-08-15 14:00:00+03,OSW,KRO,Arrived,CN1,2017-08-15 11:52:00+03,2017-08-15 14:04:00+03
17819,17808,PG0023,2017-07-16 11:50:00+03,2017-07-16 14:00:00+03,OSW,KRO,Arrived,CN1,2017-07-16 11:52:00+03,2017-07-16 14:02:00+03
17820,17809,PG0023,2017-08-29 11:50:00+03,2017-08-29 14:00:00+03,OSW,KRO,Scheduled,CN1,\N,\N
17821,17810,PG0023,2017-08-22 11:50:00+03,2017-08-22 14:00:00+03,OSW,KRO,Scheduled,CN1,\N,\N
17822,17811,PG0023,2017-08-01 11:50:00+03,2017-08-01 14:00:00+03,OSW,KRO,Arrived,CN1,2017-08-01 11:58:00+03,2017-08-01 14:08:00+03
17823,17812,PG0023,2017-07-27 11:50:00+03,2017-07-27 14:00:00+03,OSW,KRO,Arrived,CN1,2017-07-27 11:50:00+03,2017-07-27 13:59:00+03
17824,17813,PG0023,2017-08-06 11:50:00+03,2017-08-06 14:00:00+03,OSW,KRO,Arrived,CN1,2017-08-06 11:53:00+03,2017-08-06 14:03:00+03
17825,17814,PG0115,2017-08-20 10:45:00+03,2017-08-20 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17826,17815,PG0115,2017-08-25 10:45:00+03,2017-08-25 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17827,17816,PG0115,2017-07-25 10:45:00+03,2017-07-25 11:35:00+03,BQS,KHV,Arrived,SU9,2017-07-25 10:47:00+03,2017-07-25 11:37:00+03
17828,17817,PG0115,2017-09-10 10:45:00+03,2017-09-10 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17829,17818,PG0115,2017-08-15 10:45:00+03,2017-08-15 11:35:00+03,BQS,KHV,Arrived,SU9,2017-08-15 10:47:00+03,2017-08-15 11:37:00+03
17830,17819,PG0115,2017-09-03 10:45:00+03,2017-09-03 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17831,17820,PG0115,2017-08-08 10:45:00+03,2017-08-08 11:35:00+03,BQS,KHV,Arrived,SU9,2017-08-08 10:50:00+03,2017-08-08 11:40:00+03
17832,17821,PG0115,2017-08-21 10:45:00+03,2017-08-21 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17833,17822,PG0115,2017-08-31 10:45:00+03,2017-08-31 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17834,17823,PG0115,2017-08-14 10:45:00+03,2017-08-14 11:35:00+03,BQS,KHV,Arrived,SU9,2017-08-14 10:50:00+03,2017-08-14 11:40:00+03
17835,17824,PG0115,2017-07-26 10:45:00+03,2017-07-26 11:35:00+03,BQS,KHV,Arrived,SU9,2017-07-26 14:21:00+03,2017-07-26 15:11:00+03
17836,17825,PG0115,2017-07-24 10:45:00+03,2017-07-24 11:35:00+03,BQS,KHV,Arrived,SU9,2017-07-24 10:48:00+03,2017-07-24 11:39:00+03
17837,17826,PG0115,2017-08-30 10:45:00+03,2017-08-30 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17838,17827,PG0115,2017-08-07 10:45:00+03,2017-08-07 11:35:00+03,BQS,KHV,Arrived,SU9,2017-08-07 10:49:00+03,2017-08-07 11:38:00+03
17839,17828,PG0115,2017-08-16 10:45:00+03,2017-08-16 11:35:00+03,BQS,KHV,On Time,SU9,\N,\N
17840,17829,PG0115,2017-07-17 10:45:00+03,2017-07-17 11:35:00+03,BQS,KHV,Arrived,SU9,2017-07-17 10:48:00+03,2017-07-17 11:39:00+03
17841,17830,PG0115,2017-08-13 10:45:00+03,2017-08-13 11:35:00+03,BQS,KHV,Arrived,SU9,2017-08-13 10:50:00+03,2017-08-13 11:40:00+03
17842,17831,PG0115,2017-08-27 10:45:00+03,2017-08-27 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17843,17832,PG0115,2017-09-04 10:45:00+03,2017-09-04 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17844,17833,PG0115,2017-08-12 10:45:00+03,2017-08-12 11:35:00+03,BQS,KHV,Arrived,SU9,2017-08-12 10:51:00+03,2017-08-12 11:41:00+03
17845,17834,PG0115,2017-08-06 10:45:00+03,2017-08-06 11:35:00+03,BQS,KHV,Arrived,SU9,2017-08-06 10:46:00+03,2017-08-06 11:35:00+03
17846,17835,PG0115,2017-09-01 10:45:00+03,2017-09-01 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17847,17836,PG0115,2017-07-27 10:45:00+03,2017-07-27 11:35:00+03,BQS,KHV,Arrived,SU9,2017-07-27 10:48:00+03,2017-07-27 11:39:00+03
17848,17837,PG0115,2017-07-18 10:45:00+03,2017-07-18 11:35:00+03,BQS,KHV,Arrived,SU9,2017-07-18 10:46:00+03,2017-07-18 11:35:00+03
17849,17838,PG0115,2017-08-10 10:45:00+03,2017-08-10 11:35:00+03,BQS,KHV,Arrived,SU9,2017-08-10 10:46:00+03,2017-08-10 11:36:00+03
17850,17839,PG0115,2017-09-14 10:45:00+03,2017-09-14 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17851,17840,PG0115,2017-08-05 10:45:00+03,2017-08-05 11:35:00+03,BQS,KHV,Arrived,SU9,2017-08-05 10:49:00+03,2017-08-05 11:40:00+03
17852,17841,PG0115,2017-09-11 10:45:00+03,2017-09-11 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17853,17842,PG0115,2017-09-09 10:45:00+03,2017-09-09 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17854,17843,PG0115,2017-08-24 10:45:00+03,2017-08-24 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17855,17844,PG0115,2017-08-22 10:45:00+03,2017-08-22 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17856,17845,PG0115,2017-08-17 10:45:00+03,2017-08-17 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17857,17846,PG0115,2017-09-02 10:45:00+03,2017-09-02 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17858,17847,PG0115,2017-09-05 10:45:00+03,2017-09-05 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17859,17848,PG0115,2017-08-04 10:45:00+03,2017-08-04 11:35:00+03,BQS,KHV,Arrived,SU9,2017-08-04 13:53:00+03,2017-08-04 14:43:00+03
17860,17849,PG0115,2017-08-26 10:45:00+03,2017-08-26 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17861,17850,PG0115,2017-07-19 10:45:00+03,2017-07-19 11:35:00+03,BQS,KHV,Arrived,SU9,2017-07-19 10:45:00+03,2017-07-19 11:35:00+03
17862,17851,PG0115,2017-07-23 10:45:00+03,2017-07-23 11:35:00+03,BQS,KHV,Arrived,SU9,2017-07-23 10:48:00+03,2017-07-23 11:39:00+03
17863,17852,PG0115,2017-07-28 10:45:00+03,2017-07-28 11:35:00+03,BQS,KHV,Arrived,SU9,2017-07-28 10:47:00+03,2017-07-28 11:38:00+03
17864,17853,PG0115,2017-08-03 10:45:00+03,2017-08-03 11:35:00+03,BQS,KHV,Arrived,SU9,2017-08-03 10:47:00+03,2017-08-03 11:36:00+03
17865,17854,PG0115,2017-09-12 10:45:00+03,2017-09-12 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17866,17855,PG0115,2017-08-29 10:45:00+03,2017-08-29 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17867,17856,PG0115,2017-07-16 10:45:00+03,2017-07-16 11:35:00+03,BQS,KHV,Arrived,SU9,2017-07-16 10:49:00+03,2017-07-16 11:39:00+03
17868,17857,PG0115,2017-09-06 10:45:00+03,2017-09-06 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17869,17858,PG0115,2017-09-13 10:45:00+03,2017-09-13 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17870,17859,PG0115,2017-08-18 10:45:00+03,2017-08-18 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17871,17860,PG0115,2017-08-28 10:45:00+03,2017-08-28 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17872,17861,PG0115,2017-08-02 10:45:00+03,2017-08-02 11:35:00+03,BQS,KHV,Arrived,SU9,2017-08-02 10:47:00+03,2017-08-02 11:37:00+03
17873,17862,PG0115,2017-08-09 10:45:00+03,2017-08-09 11:35:00+03,BQS,KHV,Arrived,SU9,2017-08-09 10:47:00+03,2017-08-09 11:37:00+03
17874,17863,PG0115,2017-07-20 10:45:00+03,2017-07-20 11:35:00+03,BQS,KHV,Arrived,SU9,2017-07-20 10:45:00+03,2017-07-20 11:35:00+03
17875,17864,PG0115,2017-07-29 10:45:00+03,2017-07-29 11:35:00+03,BQS,KHV,Arrived,SU9,2017-07-29 14:22:00+03,2017-07-29 15:13:00+03
17876,17865,PG0115,2017-08-01 10:45:00+03,2017-08-01 11:35:00+03,BQS,KHV,Arrived,SU9,2017-08-01 10:46:00+03,2017-08-01 11:35:00+03
17877,17866,PG0115,2017-09-08 10:45:00+03,2017-09-08 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17878,17867,PG0115,2017-08-11 10:45:00+03,2017-08-11 11:35:00+03,BQS,KHV,Arrived,SU9,2017-08-11 10:52:00+03,2017-08-11 11:42:00+03
17879,17868,PG0115,2017-07-22 10:45:00+03,2017-07-22 11:35:00+03,BQS,KHV,Arrived,SU9,2017-07-22 10:50:00+03,2017-07-22 11:40:00+03
17880,17869,PG0115,2017-08-23 10:45:00+03,2017-08-23 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17881,17870,PG0115,2017-07-21 10:45:00+03,2017-07-21 11:35:00+03,BQS,KHV,Arrived,SU9,2017-07-21 10:51:00+03,2017-07-21 11:41:00+03
17882,17871,PG0115,2017-09-07 10:45:00+03,2017-09-07 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17883,17872,PG0115,2017-07-31 10:45:00+03,2017-07-31 11:35:00+03,BQS,KHV,Arrived,SU9,2017-07-31 10:48:00+03,2017-07-31 11:38:00+03
17884,17873,PG0115,2017-07-30 10:45:00+03,2017-07-30 11:35:00+03,BQS,KHV,Arrived,SU9,2017-07-30 10:49:00+03,2017-07-30 11:39:00+03
17885,17874,PG0115,2017-08-19 10:45:00+03,2017-08-19 11:35:00+03,BQS,KHV,Scheduled,SU9,\N,\N
17886,17875,PG0006,2017-08-17 17:20:00+03,2017-08-17 19:25:00+03,PKV,DME,Scheduled,CN1,\N,\N
17887,17876,PG0006,2017-09-09 17:20:00+03,2017-09-09 19:25:00+03,PKV,DME,Scheduled,CN1,\N,\N
17888,17877,PG0006,2017-08-03 17:20:00+03,2017-08-03 19:25:00+03,PKV,DME,Arrived,CN1,2017-08-03 17:25:00+03,2017-08-03 19:30:00+03
17889,17878,PG0006,2017-07-31 17:20:00+03,2017-07-31 19:25:00+03,PKV,DME,Arrived,CN1,2017-07-31 17:22:00+03,2017-07-31 19:26:00+03
17890,17879,PG0006,2017-08-31 17:20:00+03,2017-08-31 19:25:00+03,PKV,DME,Scheduled,CN1,\N,\N
17891,17880,PG0006,2017-09-11 17:20:00+03,2017-09-11 19:25:00+03,PKV,DME,Scheduled,CN1,\N,\N
17892,17881,PG0006,2017-07-22 17:20:00+03,2017-07-22 19:25:00+03,PKV,DME,Arrived,CN1,2017-07-22 17:23:00+03,2017-07-22 19:26:00+03
17893,17882,PG0006,2017-07-27 17:20:00+03,2017-07-27 19:25:00+03,PKV,DME,Arrived,CN1,2017-07-27 17:22:00+03,2017-07-27 19:29:00+03
17894,17883,PG0006,2017-09-04 17:20:00+03,2017-09-04 19:25:00+03,PKV,DME,Scheduled,CN1,\N,\N
17895,17884,PG0006,2017-07-20 17:20:00+03,2017-07-20 19:25:00+03,PKV,DME,Arrived,CN1,2017-07-20 17:24:00+03,2017-07-20 19:30:00+03
17896,17885,PG0006,2017-09-14 17:20:00+03,2017-09-14 19:25:00+03,PKV,DME,Cancelled,CN1,\N,\N
17897,17886,PG0006,2017-08-05 17:20:00+03,2017-08-05 19:25:00+03,PKV,DME,Arrived,CN1,2017-08-05 17:23:00+03,2017-08-05 19:28:00+03
17898,17887,PG0006,2017-08-07 17:20:00+03,2017-08-07 19:25:00+03,PKV,DME,Arrived,CN1,2017-08-07 19:58:00+03,2017-08-07 22:03:00+03
17899,17888,PG0006,2017-08-26 17:20:00+03,2017-08-26 19:25:00+03,PKV,DME,Scheduled,CN1,\N,\N
17900,17889,PG0006,2017-07-17 17:20:00+03,2017-07-17 19:25:00+03,PKV,DME,Arrived,CN1,2017-07-17 17:26:00+03,2017-07-17 19:28:00+03
17901,17890,PG0006,2017-07-29 17:20:00+03,2017-07-29 19:25:00+03,PKV,DME,Arrived,CN1,2017-07-29 17:22:00+03,2017-07-29 19:30:00+03
17902,17891,PG0006,2017-09-02 17:20:00+03,2017-09-02 19:25:00+03,PKV,DME,Scheduled,CN1,\N,\N
17903,17892,PG0006,2017-07-24 17:20:00+03,2017-07-24 19:25:00+03,PKV,DME,Arrived,CN1,2017-07-24 17:22:00+03,2017-07-24 19:28:00+03
17904,17893,PG0006,2017-09-07 17:20:00+03,2017-09-07 19:25:00+03,PKV,DME,Scheduled,CN1,\N,\N
17905,17894,PG0006,2017-08-10 17:20:00+03,2017-08-10 19:25:00+03,PKV,DME,Arrived,CN1,2017-08-10 17:26:00+03,2017-08-10 19:28:00+03
17906,17895,PG0006,2017-08-28 17:20:00+03,2017-08-28 19:25:00+03,PKV,DME,Scheduled,CN1,\N,\N
17907,17896,PG0006,2017-08-12 17:20:00+03,2017-08-12 19:25:00+03,PKV,DME,Arrived,CN1,2017-08-12 17:26:00+03,2017-08-12 19:30:00+03
17908,17897,PG0006,2017-08-21 17:20:00+03,2017-08-21 19:25:00+03,PKV,DME,Scheduled,CN1,\N,\N
17909,17898,PG0006,2017-08-24 17:20:00+03,2017-08-24 19:25:00+03,PKV,DME,Scheduled,CN1,\N,\N
17910,17899,PG0006,2017-08-14 17:20:00+03,2017-08-14 19:25:00+03,PKV,DME,Arrived,CN1,2017-08-14 17:26:00+03,2017-08-14 19:30:00+03
17911,17900,PG0006,2017-08-19 17:20:00+03,2017-08-19 19:25:00+03,PKV,DME,Scheduled,CN1,\N,\N
17912,17901,PG0282,2017-07-24 16:55:00+03,2017-07-24 18:50:00+03,PKV,SVO,Arrived,CN1,2017-07-24 16:57:00+03,2017-07-24 18:52:00+03
17913,17902,PG0282,2017-07-18 16:55:00+03,2017-07-18 18:50:00+03,PKV,SVO,Arrived,CN1,2017-07-18 16:57:00+03,2017-07-18 18:50:00+03
17914,17903,PG0282,2017-08-18 16:55:00+03,2017-08-18 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17915,17904,PG0282,2017-07-16 16:55:00+03,2017-07-16 18:50:00+03,PKV,SVO,Arrived,CN1,2017-07-16 16:58:00+03,2017-07-16 18:54:00+03
17916,17905,PG0282,2017-09-01 16:55:00+03,2017-09-01 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17917,17906,PG0282,2017-07-20 16:55:00+03,2017-07-20 18:50:00+03,PKV,SVO,Arrived,CN1,2017-07-20 16:59:00+03,2017-07-20 18:55:00+03
17918,17907,PG0282,2017-07-31 16:55:00+03,2017-07-31 18:50:00+03,PKV,SVO,Arrived,CN1,2017-07-31 16:59:00+03,2017-07-31 18:55:00+03
17919,17908,PG0282,2017-08-15 16:55:00+03,2017-08-15 18:50:00+03,PKV,SVO,Departed,CN1,2017-08-15 16:56:00+03,\N
17920,17909,PG0282,2017-07-27 16:55:00+03,2017-07-27 18:50:00+03,PKV,SVO,Arrived,CN1,2017-07-27 17:05:00+03,2017-07-27 19:00:00+03
17921,17910,PG0282,2017-08-10 16:55:00+03,2017-08-10 18:50:00+03,PKV,SVO,Arrived,CN1,2017-08-10 16:57:00+03,2017-08-10 18:53:00+03
17922,17911,PG0282,2017-08-05 16:55:00+03,2017-08-05 18:50:00+03,PKV,SVO,Arrived,CN1,2017-08-05 16:57:00+03,2017-08-05 18:53:00+03
17923,17912,PG0282,2017-08-27 16:55:00+03,2017-08-27 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17924,17913,PG0282,2017-07-29 16:55:00+03,2017-07-29 18:50:00+03,PKV,SVO,Arrived,CN1,2017-07-29 16:57:00+03,2017-07-29 18:52:00+03
17925,17914,PG0282,2017-09-14 16:55:00+03,2017-09-14 18:50:00+03,PKV,SVO,Cancelled,CN1,\N,\N
17926,17915,PG0282,2017-09-11 16:55:00+03,2017-09-11 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17927,17916,PG0282,2017-08-31 16:55:00+03,2017-08-31 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17928,17917,PG0282,2017-08-01 16:55:00+03,2017-08-01 18:50:00+03,PKV,SVO,Arrived,CN1,2017-08-01 16:57:00+03,2017-08-01 18:51:00+03
17929,17918,PG0282,2017-09-13 16:55:00+03,2017-09-13 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17930,17919,PG0282,2017-08-26 16:55:00+03,2017-08-26 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17931,17920,PG0282,2017-08-03 16:55:00+03,2017-08-03 18:50:00+03,PKV,SVO,Arrived,CN1,2017-08-03 16:58:00+03,2017-08-03 18:52:00+03
17932,17921,PG0282,2017-08-07 16:55:00+03,2017-08-07 18:50:00+03,PKV,SVO,Arrived,CN1,2017-08-07 16:58:00+03,2017-08-07 18:54:00+03
17933,17922,PG0282,2017-08-13 16:55:00+03,2017-08-13 18:50:00+03,PKV,SVO,Arrived,CN1,2017-08-13 16:57:00+03,2017-08-13 18:52:00+03
17934,17923,PG0282,2017-07-22 16:55:00+03,2017-07-22 18:50:00+03,PKV,SVO,Arrived,CN1,2017-07-22 16:59:00+03,2017-07-22 18:54:00+03
17935,17924,PG0282,2017-08-14 16:55:00+03,2017-08-14 18:50:00+03,PKV,SVO,Arrived,CN1,2017-08-14 16:57:00+03,2017-08-14 18:51:00+03
17936,17925,PG0282,2017-08-11 16:55:00+03,2017-08-11 18:50:00+03,PKV,SVO,Arrived,CN1,2017-08-11 16:58:00+03,2017-08-11 18:53:00+03
17937,17926,PG0282,2017-09-04 16:55:00+03,2017-09-04 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17938,17927,PG0282,2017-07-25 16:55:00+03,2017-07-25 18:50:00+03,PKV,SVO,Arrived,CN1,2017-07-25 16:57:00+03,2017-07-25 18:52:00+03
17939,17928,PG0282,2017-09-09 16:55:00+03,2017-09-09 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17940,17929,PG0282,2017-08-12 16:55:00+03,2017-08-12 18:50:00+03,PKV,SVO,Arrived,CN1,2017-08-12 16:57:00+03,2017-08-12 18:54:00+03
17941,17930,PG0282,2017-08-24 16:55:00+03,2017-08-24 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17942,17931,PG0282,2017-08-02 16:55:00+03,2017-08-02 18:50:00+03,PKV,SVO,Arrived,CN1,2017-08-02 16:59:00+03,2017-08-02 18:52:00+03
17943,17932,PG0282,2017-09-03 16:55:00+03,2017-09-03 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17944,17933,PG0282,2017-09-12 16:55:00+03,2017-09-12 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17945,17934,PG0282,2017-08-19 16:55:00+03,2017-08-19 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17946,17935,PG0282,2017-08-17 16:55:00+03,2017-08-17 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17947,17936,PG0282,2017-08-25 16:55:00+03,2017-08-25 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17948,17937,PG0282,2017-07-23 16:55:00+03,2017-07-23 18:50:00+03,PKV,SVO,Arrived,CN1,2017-07-23 16:59:00+03,2017-07-23 18:55:00+03
17949,17938,PG0282,2017-08-29 16:55:00+03,2017-08-29 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17950,17939,PG0282,2017-07-28 16:55:00+03,2017-07-28 18:50:00+03,PKV,SVO,Arrived,CN1,2017-07-28 16:58:00+03,2017-07-28 18:53:00+03
17951,17940,PG0282,2017-09-07 16:55:00+03,2017-09-07 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17952,17941,PG0282,2017-08-30 16:55:00+03,2017-08-30 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17953,17942,PG0282,2017-09-05 16:55:00+03,2017-09-05 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17954,17943,PG0282,2017-09-10 16:55:00+03,2017-09-10 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17955,17944,PG0282,2017-08-20 16:55:00+03,2017-08-20 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17956,17945,PG0282,2017-08-09 16:55:00+03,2017-08-09 18:50:00+03,PKV,SVO,Arrived,CN1,2017-08-09 17:00:00+03,2017-08-09 18:54:00+03
17957,17946,PG0282,2017-08-04 16:55:00+03,2017-08-04 18:50:00+03,PKV,SVO,Arrived,CN1,2017-08-04 16:59:00+03,2017-08-04 18:54:00+03
17958,17947,PG0282,2017-07-30 16:55:00+03,2017-07-30 18:50:00+03,PKV,SVO,Arrived,CN1,2017-07-30 16:57:00+03,2017-07-30 18:52:00+03
17959,17948,PG0282,2017-07-26 16:55:00+03,2017-07-26 18:50:00+03,PKV,SVO,Arrived,CN1,2017-07-26 16:59:00+03,2017-07-26 18:55:00+03
17960,17949,PG0282,2017-07-17 16:55:00+03,2017-07-17 18:50:00+03,PKV,SVO,Arrived,CN1,2017-07-17 16:57:00+03,2017-07-17 18:51:00+03
17961,17950,PG0282,2017-08-28 16:55:00+03,2017-08-28 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17962,17951,PG0282,2017-08-08 16:55:00+03,2017-08-08 18:50:00+03,PKV,SVO,Arrived,CN1,2017-08-08 16:56:00+03,2017-08-08 18:51:00+03
17963,17952,PG0282,2017-08-06 16:55:00+03,2017-08-06 18:50:00+03,PKV,SVO,Arrived,CN1,2017-08-06 16:56:00+03,2017-08-06 18:53:00+03
17964,17953,PG0282,2017-09-08 16:55:00+03,2017-09-08 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17965,17954,PG0282,2017-08-22 16:55:00+03,2017-08-22 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17966,17955,PG0282,2017-07-21 16:55:00+03,2017-07-21 18:50:00+03,PKV,SVO,Arrived,CN1,2017-07-21 17:02:00+03,2017-07-21 18:57:00+03
17967,17956,PG0282,2017-09-06 16:55:00+03,2017-09-06 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17968,17957,PG0282,2017-07-19 16:55:00+03,2017-07-19 18:50:00+03,PKV,SVO,Arrived,CN1,2017-07-19 16:59:00+03,2017-07-19 18:53:00+03
17969,17958,PG0282,2017-08-21 16:55:00+03,2017-08-21 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17970,17959,PG0282,2017-08-23 16:55:00+03,2017-08-23 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17971,17960,PG0282,2017-08-16 16:55:00+03,2017-08-16 18:50:00+03,PKV,SVO,Delayed,CN1,\N,\N
17972,17961,PG0282,2017-09-02 16:55:00+03,2017-09-02 18:50:00+03,PKV,SVO,Scheduled,CN1,\N,\N
17973,17962,PG0580,2017-08-13 15:05:00+03,2017-08-13 16:55:00+03,PKV,KZN,Arrived,CR2,2017-08-13 15:11:00+03,2017-08-13 17:02:00+03
17974,17963,PG0580,2017-07-30 15:05:00+03,2017-07-30 16:55:00+03,PKV,KZN,Arrived,CR2,2017-07-30 15:08:00+03,2017-07-30 16:59:00+03
17975,17964,PG0580,2017-07-23 15:05:00+03,2017-07-23 16:55:00+03,PKV,KZN,Arrived,CR2,2017-07-23 15:10:00+03,2017-07-23 17:00:00+03
17976,17965,PG0580,2017-08-20 15:05:00+03,2017-08-20 16:55:00+03,PKV,KZN,Scheduled,CR2,\N,\N
17977,17966,PG0580,2017-09-10 15:05:00+03,2017-09-10 16:55:00+03,PKV,KZN,Cancelled,CR2,\N,\N
17978,17967,PG0580,2017-07-16 15:05:00+03,2017-07-16 16:55:00+03,PKV,KZN,Arrived,CR2,2017-07-16 15:05:00+03,2017-07-16 16:56:00+03
17979,17968,PG0580,2017-09-03 15:05:00+03,2017-09-03 16:55:00+03,PKV,KZN,Scheduled,CR2,\N,\N
17980,17969,PG0580,2017-08-06 15:05:00+03,2017-08-06 16:55:00+03,PKV,KZN,Arrived,CR2,2017-08-06 15:10:00+03,2017-08-06 16:58:00+03
17981,17970,PG0580,2017-08-27 15:05:00+03,2017-08-27 16:55:00+03,PKV,KZN,Scheduled,CR2,\N,\N
17982,17971,PG0169,2017-08-10 09:55:00+03,2017-08-10 18:45:00+03,UUS,DME,Arrived,319,2017-08-10 09:57:00+03,2017-08-10 18:52:00+03
17983,17972,PG0169,2017-08-08 09:55:00+03,2017-08-08 18:45:00+03,UUS,DME,Arrived,319,2017-08-08 09:57:00+03,2017-08-08 18:51:00+03
17984,17973,PG0169,2017-07-28 09:55:00+03,2017-07-28 18:45:00+03,UUS,DME,Arrived,319,2017-07-28 09:58:00+03,2017-07-28 18:50:00+03
17985,17974,PG0169,2017-08-15 09:55:00+03,2017-08-15 18:45:00+03,UUS,DME,Departed,319,2017-08-15 10:00:00+03,\N
17986,17975,PG0169,2017-07-18 09:55:00+03,2017-07-18 18:45:00+03,UUS,DME,Arrived,319,2017-07-18 09:58:00+03,2017-07-18 18:46:00+03
17987,17976,PG0169,2017-08-05 09:55:00+03,2017-08-05 18:45:00+03,UUS,DME,Arrived,319,2017-08-05 09:58:00+03,2017-08-05 18:51:00+03
17988,17977,PG0169,2017-07-23 09:55:00+03,2017-07-23 18:45:00+03,UUS,DME,Arrived,319,2017-07-23 09:57:00+03,2017-07-23 18:49:00+03
17989,17978,PG0169,2017-08-06 09:55:00+03,2017-08-06 18:45:00+03,UUS,DME,Arrived,319,2017-08-06 09:59:00+03,2017-08-06 18:46:00+03
17990,17979,PG0169,2017-09-04 09:55:00+03,2017-09-04 18:45:00+03,UUS,DME,Scheduled,319,\N,\N
17991,17980,PG0169,2017-07-16 09:55:00+03,2017-07-16 18:45:00+03,UUS,DME,Arrived,319,2017-07-16 09:57:00+03,2017-07-16 18:52:00+03
17992,17981,PG0169,2017-08-14 09:55:00+03,2017-08-14 18:45:00+03,UUS,DME,Arrived,319,2017-08-14 10:00:00+03,2017-08-14 18:55:00+03
